year,journal,baseline_if,filtered_rif,weighted_rif,stability_threshold
2018,European Journal of Cardio-Thoracic Surgery,0.6389,0.5278,0.5008,0.7
2018,European Journal of Endocrinology,1.0,0.0357,0.0654,0.7
2018,European Journal of Heart Failure,1.7558,0.9535,0.972,0.7
2018,European Journal of Medicinal Chemistry,0.3333,0.0,0.0301,0.7
2018,European Journal of Neurology,0.3182,0.0455,0.0624,0.7
2018,European Journal of Nuclear Medicine and Molecular Imaging,1.6986,1.1781,1.2594,0.7
2018,European Journal of Preventive Cardiology,0.8095,0.1905,0.2205,0.7
2018,European Journal of Radiology,0.8261,0.1304,0.2078,0.7
2018,European Journal of Surgical Oncology,0.5769,0.0,0.051,0.7
2018,European Radiology,0.662,0.2958,0.2764,0.7
2018,European Respiratory Journal,0.986,0.2238,0.2428,0.7
2018,European Spine Journal,0.3256,0.0,0.0,0.7
2018,European Urology,1.7395,0.9832,1.052,0.7
2018,Eurosurveillance,3.5882,2.8235,2.8579,0.7
2018,Fertility and Sterility,0.6951,0.0732,0.1036,0.7
2018,Food & Function,0.5,0.1562,0.1743,0.7
2018,Food Chemistry,0.5355,0.0219,0.0204,0.7
2018,Food Research International,0.5,0.0,0.0,0.7
2018,Foot & Ankle International,0.35,0.0,0.0,0.7
2018,Free Radical Biology and Medicine,0.4865,0.1892,0.2077,0.7
2018,Frontiers in Aging Neuroscience,0.64,0.04,0.0789,0.7
2018,Frontiers in Immunology,0.0816,0.0,0.0,0.7
2018,Frontiers in Microbiology,0.2295,0.0164,0.0164,0.7
2018,Frontiers in Neuroscience,0.1905,0.0952,0.0693,0.7
2018,Frontiers in Pharmacology,0.3514,0.0811,0.0811,0.7
2018,Frontiers in Physiology,0.3023,0.2093,0.2077,0.7
2018,Gastric Cancer,0.8333,0.1333,0.1341,0.7
2018,Gastroenterology,1.4595,0.6054,0.6725,0.7
2018,Gastrointestinal Endoscopy,0.5921,0.0263,0.0549,0.7
2018,Genetics in Medicine,1.48,0.4,0.3887,0.7
2018,Gut,1.3551,0.4275,0.4362,0.7
2018,Gynecologic Oncology,0.8261,0.1594,0.1936,0.7
2018,HPB,0.5417,0.125,0.1593,0.7
2018,Haematologica,0.6716,0.1045,0.0961,0.7
2018,Health Affairs,2.1212,1.3636,1.3453,0.7
2018,Health and Quality of Life Outcomes,0.1786,0.0,0.0173,0.7
2018,Heart,0.8302,0.1509,0.1965,0.7
2018,Heart Rhythm,0.8929,0.3393,0.376,0.7
2018,Hepatology,1.1121,0.4673,0.5074,0.7
2018,Human Brain Mapping,0.881,0.0476,0.0834,0.7
2018,Human Molecular Genetics,0.5962,0.0769,0.1287,0.7
2018,Human Reproduction,0.9672,0.0902,0.1091,0.7
2018,Hypertension,0.6,0.0471,0.0536,0.7
2018,IEEE Journal of Biomedical and Health Informatics,0.44,0.08,0.0776,0.7
2018,IEEE Transactions on Biomedical Engineering,0.5897,0.0513,0.0753,0.7
2018,IEEE Transactions on Medical Imaging,3.4182,2.2727,2.3133,0.7
2018,Immunity,2.2273,1.2955,1.3701,0.7
2018,Industrial Crops and Products,0.6129,0.0645,0.0901,0.7
2018,Injury,0.2759,0.0,0.0,0.7
2018,Intensive Care Medicine,0.9324,0.3108,0.3724,0.7
2018,International Immunopharmacology,0.2,0.05,0.05,0.7
2018,International Journal of Behavioral Nutrition and Physical Activity,0.8909,0.1636,0.1971,0.7
2018,International Journal of Biological Macromolecules,0.1538,0.0,0.0,0.7
2018,International Journal of Cancer,0.68,0.0667,0.0654,0.7
2018,International Journal of Cardiology,0.6667,0.0758,0.0974,0.7
2018,International Journal of Drug Policy,1.4,0.96,1.0181,0.7
2018,International Journal of Environmental Research and Public Health,0.0606,0.0,0.0,0.7
2018,International Journal of Epidemiology,0.5116,0.0233,0.0274,0.7
2018,International Journal of Molecular Sciences,0.26,0.06,0.06,0.7
2018,International Journal of Nanomedicine,0.1,0.0,0.0,0.7
2018,International Journal of Obesity,0.6136,0.0,0.0169,0.7
2018,International Journal of Pharmaceutics,0.3182,0.0,0.0,0.7
2018,International Journal of Radiation Oncology*Biology*Physics,0.6702,0.0213,0.0329,0.7
2018,International Journal of Sports Physiology and Performance,1.1707,0.4146,0.4174,0.7
2018,International Journal of Stroke,1.6538,0.8462,0.8284,0.7
2018,Investigative Ophthalmology & Visual Science,1.8618,1.374,1.3846,0.7
2018,JACC Heart Failure,0.973,0.1351,0.1694,0.7
2018,JACC. Cardiovascular imaging,0.6129,0.0645,0.0928,0.7
2018,JACC: Cardiovascular Interventions,0.8224,0.243,0.2629,0.7
2018,JAIDS Journal of Acquired Immune Deficiency Syndromes,1.875,0.625,0.7689,0.7
2018,JAMA,2.9617,1.6645,1.7288,0.7
2018,JAMA Cardiology,1.1633,0.5102,0.5202,0.7
2018,JAMA Dermatology,0.587,0.1522,0.1839,0.7
2018,JAMA Internal Medicine,1.7928,0.6216,0.6852,0.7
2018,JAMA Neurology,1.1774,0.2984,0.3382,0.7
2018,JAMA Oncology,1.6403,0.9281,0.9659,0.7
2018,JAMA Ophthalmology,2.1194,1.5672,1.5696,0.7
2018,JAMA Pediatrics,1.0118,0.2824,0.2858,0.7
2018,JAMA Psychiatry,1.4242,0.4394,0.4604,0.7
2018,JAMA Surgery,0.8,0.1875,0.2017,0.7
2018,JCI Insight,0.7542,0.2458,0.2829,0.7
2018,JMIR mhealth and uhealth,0.6154,0.0,0.0,0.7
2018,JNCI Journal of the National Cancer Institute,1.1408,0.5493,0.5627,0.7
2018,Journal for ImmunoTherapy of Cancer,1.3871,0.9355,0.9505,0.7
2018,Journal of Affective Disorders,0.6087,0.0652,0.0585,0.7
2018,Journal of Agricultural and Food Chemistry,0.5106,0.0,0.0072,0.7
2018,Journal of Allergy and Clinical Immunology,0.881,0.2619,0.2757,0.7
2018,Journal of Alzheimer s Disease,0.6087,0.087,0.0971,0.7
2018,Journal of Antimicrobial Chemotherapy,0.9459,0.3243,0.31,0.7
2018,Journal of Applied Physiology,0.95,0.25,0.3745,0.7
2018,Journal of Biological Chemistry,0.6526,0.0421,0.0587,0.7
2018,Journal of Biomechanics,0.2174,0.0,0.0,0.7
2018,Journal of Bone and Joint Surgery,0.4746,0.0847,0.0907,0.7
2018,Journal of Bone and Mineral Research,0.9138,0.069,0.1143,0.7
2018,Journal of Cachexia Sarcopenia and Muscle,1.0233,0.0465,0.0759,0.7
2018,Journal of Cataract & Refractive Surgery,0.8148,0.037,0.0841,0.7
2018,Journal of Cellular and Molecular Medicine,0.4583,0.0417,0.0611,0.7
2018,Journal of Cerebral Blood Flow & Metabolism,0.8571,0.0357,0.0357,0.7
2018,Journal of Clinical Investigation,1.6242,0.7643,0.7784,0.7
2018,Journal of Clinical Microbiology,0.6957,0.2174,0.2279,0.7
2018,Journal of Clinical Oncology,2.0063,1.1008,1.1313,0.7
2018,Journal of Controlled Release,0.3939,0.0,0.0,0.7
2018,Journal of Critical Care,0.15,0.0,0.0,0.7
2018,Journal of Ethnopharmacology,0.1429,0.0,0.0,0.7
2018,Journal of Functional Foods,0.6774,0.0,0.0089,0.7
2018,Journal of Gastroenterology and Hepatology,0.75,0.05,0.0896,0.7
2018,Journal of General Internal Medicine,0.4783,0.2174,0.2404,0.7
2018,Journal of Hematology & Oncology,0.6522,0.087,0.071,0.7
2018,Journal of Hepatology,2.311,1.4634,1.5316,0.7
2018,Journal of Hypertension,0.5455,0.0455,0.0677,0.7
2018,Journal of Investigative Dermatology,0.7143,0.0476,0.0686,0.7
2018,Journal of Magnetic Resonance Imaging,1.0333,0.1667,0.3014,0.7
2018,Journal of Medical Internet Research,0.4419,0.0,0.0,0.7
2018,Journal of Medicinal Chemistry,0.6562,0.2031,0.2278,0.7
2018,Journal of Neuro-Oncology,0.2941,0.1176,0.1423,0.7
2018,Journal of NeuroInterventional Surgery,1.2759,0.4828,0.4771,0.7
2018,Journal of Neuroinflammation,1.0154,0.5692,0.5758,0.7
2018,Journal of Neurology,0.8214,0.4286,0.4352,0.7
2018,Journal of Neurology Neurosurgery & Psychiatry,0.7778,0.2407,0.2408,0.7
2018,Journal of Neuroscience,0.8257,0.1193,0.1411,0.7
2018,Journal of Neurosurgery Spine,0.4103,0.0,0.0,0.7
2018,Journal of Neurotrauma,0.7674,0.1395,0.1525,0.7
2018,Journal of Nuclear Medicine,2.1429,1.6723,1.6605,0.7
2018,Journal of Nutrition,1.1538,0.3333,0.3404,0.7
2018,Journal of Orthopaedic and Sports Physical Therapy,0.75,0.15,0.1377,0.7
2018,Journal of Pain,1.2121,0.6061,0.6305,0.7
2018,Journal of Pain and Symptom Management,0.4074,0.0,0.0242,0.7
2018,Journal of Pediatric Gastroenterology and Nutrition,0.1818,0.0,0.0,0.7
2018,Journal of Photochemistry and Photobiology B Biology,0.9524,0.6667,0.6672,0.7
2018,Journal of Physics D Applied Physics,2.0909,1.0909,1.1652,0.7
2018,Journal of Pineal Research,0.9545,0.0909,0.1868,0.7
2018,Journal of Shoulder and Elbow Surgery,0.6552,0.0172,0.0514,0.7
2018,Journal of Sports Sciences,0.9,0.2333,0.2321,0.7
2018,Journal of Surgical Oncology,0.6,0.0667,0.0539,0.7
2018,Journal of Thoracic Oncology,1.5649,0.9084,0.9523,0.7
2018,Journal of Thoracic and Cardiovascular Surgery,0.3731,0.0149,0.0155,0.7
2018,Journal of Thrombosis and Haemostasis,0.4762,0.0,0.0,0.7
2018,Journal of Translational Medicine,0.4865,0.1081,0.0924,0.7
2018,Journal of Vascular Surgery,0.3636,0.0,0.0,0.7
2018,Journal of Virology,0.9278,0.3093,0.3541,0.7
2018,Journal of Visualized Experiments,0.1739,0.0435,0.0435,0.7
2018,Journal of neurosurgery,0.4118,0.0,0.0199,0.7
2018,Journal of science and medicine in sport,0.4667,0.2,0.1968,0.7
2018,Journal of the American Academy of Dermatology,0.7895,0.2632,0.2992,0.7
2018,Journal of the American Chemical Society,1.0625,0.4792,0.4882,0.7
2018,Journal of the American College of Cardiology,1.5015,0.6283,0.6731,0.7
2018,Journal of the American College of Radiology,0.4783,0.1304,0.1304,0.7
2018,Journal of the American College of Surgeons,0.7442,0.1163,0.1249,0.7
2018,Journal of the American Geriatrics Society,0.6622,0.0541,0.0689,0.7
2018,Journal of the American Heart Association,0.5745,0.133,0.1449,0.7
2018,Journal of the American Medical Directors Association,0.9697,0.2424,0.2827,0.7
2018,Journal of the American Society of Echocardiography,2.3,1.35,1.3742,0.7
2018,Journal of the American Society of Nephrology,0.605,0.1092,0.1111,0.7
2018,Journal of the European Academy of Dermatology and Venereology,0.6667,0.1667,0.18,0.7
2018,Journal of the International AIDS Society,0.6667,0.0,0.063,0.7
2018,Journal of the National Comprehensive Cancer Network,2.1277,1.1277,1.1436,0.7
2018,Kidney International,0.809,0.236,0.2494,0.7
2018,Knee Surgery Sports Traumatology Arthroscopy,0.6508,0.1587,0.1824,0.7
2018,LWT,0.3824,0.0,0.0,0.7
2018,Lara D. Veeken,0.56,0.06,0.0765,0.7
2018,Leukemia,0.8421,0.2211,0.2421,0.7
2018,Lipids in Health and Disease,0.3,0.0,0.0,0.7
2018,Liver International,1.1562,0.5,0.4593,0.7
2018,Liver Transplantation,0.7727,0.1818,0.1749,0.7
2018,Lung Cancer,1.1905,0.5952,0.6237,0.7
2018,MMWR Morbidity and Mortality Weekly Report,6.5806,5.7258,5.7623,0.7
2018,Magnetic Resonance in Medicine,1.0192,0.3269,0.3909,0.7
2018,Malaria Journal,0.6716,0.2239,0.2188,0.7
2018,Materials Science and Engineering C,0.3871,0.0,0.0,0.7
2018,Mayo Clinic Proceedings,0.3846,0.0,0.0,0.7
2018,Medical Education,0.4,0.0,0.0,0.7
2018,Medical Physics,1.4,0.6286,0.6723,0.7
2018,Medical Teacher,0.84,0.72,0.7292,0.7
2018,Medicine,0.3663,0.0396,0.0447,0.7
2018,Medicine & Science in Sports & Exercise,0.7571,0.1143,0.1272,0.7
2018,Menopause The Journal of The North American Menopause Society,1.0,0.3182,0.29,0.7
2018,Modern Pathology,1.5122,0.8659,0.9067,0.7
2018,Molecular Cancer Therapeutics,0.8222,0.1556,0.1747,0.7
2018,Molecular Cell,1.0312,0.3438,0.35,0.7
2018,Molecular Medicine Reports,0.381,0.0,0.0,0.7
2018,Molecular Metabolism,0.6,0.2,0.1831,0.7
2018,Molecular Neurobiology,0.6071,0.0,0.0,0.7
2018,Molecular Neurodegeneration,0.7931,0.0345,0.0548,0.7
2018,Molecular Nutrition & Food Research,0.375,0.0,0.0,0.7
2018,Molecular Psychiatry,0.8889,0.1111,0.0991,0.7
2018,Molecular Therapy,0.7143,0.449,0.4764,0.7
2018,Molecules,0.2188,0.0,0.0,0.7
2018,Movement Disorders,1.0179,0.4464,0.4806,0.7
2018,Mucosal Immunology,0.4286,0.0,0.0,0.7
2018,Multiple Sclerosis Journal,1.2157,0.4902,0.5116,0.7
2018,Nature,3.9697,2.798,2.8324,0.7
2018,Nature Cell Biology,1.0238,0.0476,0.0463,0.7
2018,Nature Chemical Biology,1.5312,0.9688,1.0053,0.7
2018,Nature Communications,0.9982,0.3832,0.4018,0.7
2018,Nature Genetics,1.9683,0.5238,0.5827,0.7
2018,Nature Immunology,3.125,2.375,2.375,0.7
2018,Nature Medicine,2.916,1.5496,1.5914,0.7
2018,Nature Microbiology,0.9818,0.4909,0.5333,0.7
2018,Nature Neuroscience,1.25,0.4643,0.4831,0.7
2018,Nature Structural & Molecular Biology,2.2,1.3,1.2971,0.7
2018,Nephrology Dialysis Transplantation,0.5854,0.0488,0.0459,0.7
2018,Neuro-Oncology,0.9762,0.3214,0.3534,0.7
2018,NeuroImage,1.2422,0.4922,0.5006,0.7
2018,NeuroImage Clinical,0.2963,0.037,0.0606,0.7
2018,Neurobiology of Aging,0.7091,0.2545,0.2653,0.7
2018,Neurobiology of Disease,0.7188,0.0938,0.1289,0.7
2018,Neuroendocrinology,4.25,3.125,3.2118,0.7
2018,Neurology,0.9628,0.2872,0.2952,0.7
2018,Neurology Neuroimmunology & Neuroinflammation,1.2593,0.6667,0.7084,0.7
2018,Neuron,2.2653,1.551,1.5761,0.7
2018,Neuropharmacology,0.1,0.0,0.0,0.7
2018,Neuropsychopharmacology,0.4762,0.0,0.0,0.7
2018,Neurosurgery,1.2778,0.1944,0.2349,0.7
2018,Neurosurgical FOCUS,0.375,0.0,0.0,0.7
2018,New England Journal of Medicine,5.8921,4.271,4.375,0.7
2018,Nicotine & Tobacco Research,1.6667,0.9524,0.9908,0.7
2018,Nucleic Acids Research,1.0682,0.5,0.5145,0.7
2018,Nutrients,0.3084,0.0187,0.0187,0.7
2018,Nutrition,0.85,0.1,0.1097,0.7
2018,Obesity,0.5946,0.0,0.0222,0.7
2018,Obesity Surgery,0.4146,0.0,0.0319,0.7
2018,Obstetrics and Gynecology,0.9286,0.1633,0.1979,0.7
2018,OncoImmunology,0.4667,0.2533,0.2829,0.7
2018,Oncogene,0.3651,0.0,0.0,0.7
2018,Oncotarget,0.8491,0.3225,0.3627,0.7
2018,Ophthalmology,1.4338,0.7941,0.814,0.7
2018,Oral Oncology,0.6452,0.0323,0.0747,0.7
2018,Orthopaedic Journal of Sports Medicine,0.625,0.0312,0.0887,0.7
2018,Osteoarthritis and Cartilage,0.4773,0.0,0.0,0.7
2018,Osteoporosis International,0.5312,0.1562,0.1316,0.7
2018,Oxidative Medicine and Cellular Longevity,0.1071,0.0,0.0,0.7
2018,PEDIATRICS,0.988,0.2216,0.2277,0.7
2018,PLoS Biology,0.65,0.2,0.2303,0.7
2018,PLoS Genetics,0.5641,0.0513,0.0842,0.7
2018,PLoS Medicine,0.9597,0.3387,0.3692,0.7
2018,PLoS ONE,0.5022,0.0613,0.0723,0.7
2018,PLoS Pathogens,0.9379,0.3241,0.3355,0.7
2018,PLoS neglected tropical diseases,2.3453,1.8777,1.9179,0.7
2018,Pain,0.837,0.163,0.1963,0.7
2018,Parasites & Vectors,0.5152,0.0,0.0346,0.7
