year,journal,baseline_if,filtered_rif,weighted_rif,stability_threshold
2010,British Journal of Ophthalmology,0.4615,0.0385,0.0928,0.7
2010,British Journal of Pharmacology,0.9231,0.3077,0.342,0.7
2010,British Journal of Sports Medicine,0.6364,0.3636,0.363,0.7
2010,British Journal of Urology,1.0,0.4125,0.4585,0.7
2010,British journal of surgery,0.5088,0.0877,0.0902,0.7
2010,Bulletin of the World Health Organization,1.1842,0.4474,0.4872,0.7
2010,CHEST Journal,1.0562,0.6404,0.6501,0.7
2010,Canadian Medical Association Journal,0.9714,0.4571,0.4819,0.7
2010,Cancer,0.8429,0.295,0.3138,0.7
2010,Cancer Causes & Control,0.6364,0.3182,0.2965,0.7
2010,Cancer Cell,1.9697,1.2121,1.3095,0.7
2010,Cancer Epidemiology Biomarkers & Prevention,0.8861,0.3924,0.4261,0.7
2010,Cancer Letters,0.3939,0.0909,0.1132,0.7
2010,Cancer Research,1.4211,0.8142,0.8438,0.7
2010,Cancer Science,0.96,0.52,0.5425,0.7
2010,Carcinogenesis,0.4516,0.1935,0.2019,0.7
2010,Cardiovascular Research,0.4,0.1,0.1147,0.7
2010,Catheterization and Cardiovascular Interventions,0.2,0.0,0.0,0.7
2010,Cell,4.0972,3.25,3.3323,0.7
2010,Cell Death and Differentiation,0.7826,0.5217,0.5018,0.7
2010,Cell Host & Microbe,1.0882,0.3824,0.4545,0.7
2010,Cell Metabolism,2.8448,2.1552,2.217,0.7
2010,Cell stem cell,1.9796,1.4286,1.4818,0.7
2010,Cellular Microbiology,0.381,0.0,0.0371,0.7
2010,Cephalalgia,0.6429,0.1429,0.1776,0.7
2010,Cerebrovascular Diseases,1.0476,0.5714,0.5876,0.7
2010,Choice Reviews Online,2.8537,1.2195,1.3334,0.7
2010,Circulation,1.5625,0.8958,0.9624,0.7
2010,Circulation Arrhythmia and Electrophysiology,1.4222,0.9111,0.9006,0.7
2010,Circulation Cardiovascular Imaging,0.2069,0.1034,0.1034,0.7
2010,Circulation Cardiovascular Quality and Outcomes,0.3182,0.0455,0.0987,0.7
2010,Circulation Heart Failure,0.3171,0.0244,0.0454,0.7
2010,Circulation Research,0.8384,0.1919,0.2317,0.7
2010,Clinical & Experimental Allergy,0.7826,0.5217,0.4902,0.7
2010,Clinical Biomechanics,0.4167,0.0,0.0461,0.7
2010,Clinical Cancer Research,1.0236,0.6385,0.6718,0.7
2010,Clinical Chemistry,0.7679,0.4286,0.4115,0.7
2010,Clinical Endocrinology,0.7174,0.3043,0.3226,0.7
2010,Clinical Gastroenterology and Hepatology,0.7905,0.3048,0.3025,0.7
2010,Clinical Infectious Diseases,1.2713,0.6275,0.6564,0.7
2010,Clinical Journal of Pain,0.6522,0.3478,0.3478,0.7
2010,Clinical Journal of Sport Medicine,0.8571,0.2857,0.3031,0.7
2010,Clinical Journal of the American Society of Nephrology,0.61,0.23,0.2445,0.7
2010,Clinical Microbiology and Infection,0.6333,0.3333,0.3562,0.7
2010,Clinical Nutrition,0.6429,0.0,0.001,0.7
2010,Clinical Orthopaedics and Related Research,0.4444,0.0556,0.0545,0.7
2010,Clinical Pharmacology & Therapeutics,1.2424,0.9394,0.9306,0.7
2010,Colorectal Disease,1.0,0.5,0.5458,0.7
2010,Cornea,0.7241,0.3103,0.3482,0.7
2010,Critical Care,0.5778,0.2889,0.303,0.7
2010,Critical Care Medicine,0.9076,0.3315,0.3605,0.7
2010,Current Medical Research and Opinion,0.8333,0.2778,0.3634,0.7
2010,Development,0.6,0.2,0.2082,0.7
2010,Developmental Biology,1.1429,0.4286,0.5183,0.7
2010,Developmental Cell,1.25,1.0,0.9972,0.7
2010,Developmental Medicine & Child Neurology,0.4865,0.0541,0.0838,0.7
2010,Diabetes,1.0355,0.5444,0.5672,0.7
2010,Diabetes Care,1.3612,0.7525,0.7606,0.7
2010,Diabetes Obesity and Metabolism,1.1935,0.8065,0.8832,0.7
2010,Diabetic Medicine,0.88,0.3,0.3453,0.7
2010,Diabetologia,0.7766,0.2447,0.2941,0.7
2010,Digestive Diseases and Sciences,0.3,0.05,0.05,0.7
2010,Disability and Rehabilitation,0.2917,0.0,0.0,0.7
2010,Diseases of the Colon & Rectum,0.5932,0.0169,0.0381,0.7
2010,Drug Metabolism and Disposition,0.8444,0.4889,0.5153,0.7
2010,Drug and Alcohol Dependence,0.4545,0.0364,0.0258,0.7
2010,EP Europace,0.5312,0.1562,0.1628,0.7
2010,Emerging infectious diseases,1.5854,1.0488,1.0977,0.7
2010,Endocrinology,1.8,1.35,1.3827,0.7
2010,Endoscopy,0.75,0.4091,0.3886,0.7
2010,Epilepsia,0.6912,0.2794,0.3006,0.7
2010,European Heart Journal,1.0396,0.5446,0.5801,0.7
2010,European Journal of Applied Physiology,0.119,0.0,0.0,0.7
2010,European Journal of Cancer,1.3433,0.9403,0.9769,0.7
2010,European Journal of Cardio-Thoracic Surgery,0.6571,0.3714,0.3655,0.7
2010,European Journal of Endocrinology,0.6949,0.4068,0.4027,0.7
2010,European Journal of Heart Failure,0.6889,0.1111,0.1281,0.7
2010,European Journal of Neurology,0.3333,0.0333,0.0241,0.7
2010,European Journal of Nuclear Medicine and Molecular Imaging,0.6875,0.2812,0.3077,0.7
2010,European Journal of Pain,0.9429,0.2286,0.265,0.7
2010,European Journal of Pharmacology,0.4839,0.0323,0.0972,0.7
2010,European Journal of Radiology,0.3077,0.1538,0.1674,0.7
2010,European Journal of Vascular and Endovascular Surgery,0.3333,0.0417,0.0362,0.7
2010,European Radiology,0.9365,0.381,0.3999,0.7
2010,European Respiratory Journal,0.6224,0.1538,0.1718,0.7
2010,European Spine Journal,0.3036,0.0179,0.0375,0.7
2010,European Urology,0.8582,0.3731,0.4157,0.7
2010,Eurosurveillance,2.8095,2.1429,2.1761,0.7
2010,Experimental Neurology,0.8421,0.3947,0.388,0.7
2010,Eye,0.6,0.1,0.1477,0.7
2010,Fertility and Sterility,0.6412,0.1588,0.178,0.7
2010,Food Chemistry,0.385,0.0428,0.0552,0.7
2010,Food and Chemical Toxicology,0.3721,0.0465,0.037,0.7
2010,Foot & Ankle International,0.4091,0.0,0.0,0.7
2010,Free Radical Biology and Medicine,0.3333,0.0667,0.0726,0.7
2010,Gait & Posture,0.2692,0.0,0.0299,0.7
2010,Gastroenterology,1.1013,0.5021,0.5425,0.7
2010,Gastrointestinal Endoscopy,0.5982,0.2232,0.2335,0.7
2010,Graefe s Archive for Clinical and Experimental Ophthalmology,0.5,0.1,0.0811,0.7
2010,Gut,1.1165,0.4757,0.4965,0.7
2010,Gynecologic Oncology,0.8444,0.3333,0.3498,0.7
2010,Haematologica,0.7397,0.2466,0.2523,0.7
2010,Head & Neck,0.1515,0.0303,0.0303,0.7
2010,Headache The Journal of Head and Face Pain,1.4286,0.4762,0.4969,0.7
2010,Health Psychology,0.8182,0.1818,0.1985,0.7
2010,Health and Quality of Life Outcomes,0.5484,0.0645,0.0476,0.7
2010,Heart,0.9615,0.4808,0.5097,0.7
2010,Heart Rhythm,0.6441,0.3051,0.335,0.7
2010,Hepatology,0.9505,0.4276,0.4524,0.7
2010,Histopathology,0.4545,0.0455,0.0455,0.7
2010,Human Brain Mapping,0.8421,0.5263,0.5278,0.7
2010,Human Molecular Genetics,1.0946,0.7973,0.7847,0.7
2010,Human Mutation,1.069,0.8621,0.8651,0.7
2010,Human Pathology,0.75,0.4062,0.4474,0.7
2010,Human Reproduction,1.0867,0.4733,0.5157,0.7
2010,Hypertension,1.0839,0.4196,0.4465,0.7
2010,IEEE Transactions on Biomedical Engineering,0.5938,0.0312,0.0719,0.7
2010,IEEE Transactions on Medical Imaging,0.8298,0.3191,0.3574,0.7
2010,Infection Control and Hospital Epidemiology,1.2286,0.7429,0.8115,0.7
2010,Infection and Immunity,1.0,0.3333,0.3661,0.7
2010,Inflammatory Bowel Diseases,0.15,0.0,0.0,0.7
2010,Injury,1.0312,0.4062,0.4431,0.7
2010,Intensive Care Medicine,0.625,0.2159,0.2294,0.7
2010,International Journal of Behavioral Nutrition and Physical Activity,1.0,0.3889,0.3897,0.7
2010,International Journal of Cancer,0.7638,0.4016,0.4146,0.7
2010,International Journal of Cardiology,0.7419,0.2258,0.2258,0.7
2010,International Journal of Epidemiology,0.6667,0.1667,0.1603,0.7
2010,International Journal of Geriatric Psychiatry,0.1667,0.0,0.0,0.7
2010,International Journal of Gynecology & Obstetrics,0.1739,0.0435,0.0435,0.7
2010,International Journal of Obesity,1.0563,0.4366,0.4533,0.7
2010,International Journal of Radiation Oncology*Biology*Physics,0.7174,0.2011,0.2177,0.7
2010,International Journal of Sports Medicine,0.6,0.2,0.1871,0.7
2010,International Orthopaedics,0.2333,0.0,0.0,0.7
2010,Investigative Ophthalmology & Visual Science,0.5563,0.0662,0.0757,0.7
2010,JACC. Cardiovascular imaging,0.9,0.3333,0.3579,0.7
2010,JACC: Cardiovascular Interventions,0.6512,0.3023,0.3246,0.7
2010,JAIDS Journal of Acquired Immune Deficiency Syndromes,0.9259,0.2593,0.3372,0.7
2010,JAMA,2.2985,1.3881,1.4333,0.7
2010,JNCI Journal of the National Cancer Institute,2.0417,1.3958,1.4298,0.7
2010,Journal of Adolescent Health,0.6061,0.1212,0.1572,0.7
2010,Journal of Affective Disorders,0.6545,0.1818,0.1913,0.7
2010,Journal of Agricultural and Food Chemistry,0.7466,0.0685,0.1044,0.7
2010,Journal of Allergy and Clinical Immunology,0.7911,0.2911,0.3001,0.7
2010,Journal of Alzheimer s Disease,0.3077,0.0,0.0433,0.7
2010,Journal of Antimicrobial Chemotherapy,0.625,0.1,0.0996,0.7
2010,Journal of Applied Physiology,0.6742,0.1573,0.1663,0.7
2010,Journal of Athletic Training,0.7407,0.3704,0.3709,0.7
2010,Journal of Bacteriology,0.64,0.22,0.2371,0.7
2010,Journal of Biological Chemistry,1.0836,0.6167,0.638,0.7
2010,Journal of Biomechanical Engineering,0.619,0.1429,0.1599,0.7
2010,Journal of Biomechanics,0.338,0.0563,0.0614,0.7
2010,Journal of Biomedical Optics,0.68,0.16,0.157,0.7
2010,Journal of Bone and Joint Surgery,0.6385,0.1174,0.1144,0.7
2010,Journal of Bone and Joint Surgery - British Volume,1.1196,0.75,0.7652,0.7
2010,Journal of Bone and Mineral Research,0.9636,0.4636,0.4601,0.7
2010,Journal of Cardiac Failure,0.6667,0.0417,0.1342,0.7
2010,Journal of Cardiovascular Electrophysiology,0.9722,0.4722,0.4864,0.7
2010,Journal of Cataract & Refractive Surgery,1.0167,0.4833,0.5491,0.7
2010,Journal of Cell Science,0.9487,0.4103,0.4486,0.7
2010,Journal of Cellular and Molecular Medicine,0.8056,0.3056,0.3052,0.7
2010,Journal of Cerebral Blood Flow & Metabolism,0.4444,0.0741,0.1369,0.7
2010,Journal of Child Psychology and Psychiatry,0.2917,0.0417,0.0655,0.7
2010,Journal of Clinical Epidemiology,0.4348,0.0,0.0,0.7
2010,Journal of Clinical Investigation,1.573,0.8596,0.9005,0.7
2010,Journal of Clinical Microbiology,1.0388,0.5426,0.5852,0.7
2010,Journal of Clinical Oncology,1.7944,1.158,1.2059,0.7
2010,Journal of Clinical Virology,0.8519,0.4074,0.4253,0.7
2010,Journal of Endourology,1.5455,1.3182,1.2789,0.7
2010,Journal of Ethnopharmacology,0.122,0.0,0.0,0.7
2010,Journal of Food Composition and Analysis,0.619,0.0952,0.0888,0.7
2010,Journal of Gastroenterology,0.4762,0.0952,0.1043,0.7
2010,Journal of Gastroenterology and Hepatology,0.4483,0.2759,0.2609,0.7
2010,Journal of Gastrointestinal Surgery,0.6471,0.451,0.4463,0.7
2010,Journal of General Internal Medicine,0.6,0.1,0.1113,0.7
2010,Journal of General Virology,0.9,0.4,0.4311,0.7
2010,Journal of Hepatology,1.0909,0.5909,0.6412,0.7
2010,Journal of Hypertension,1.098,0.4118,0.4865,0.7
2010,Journal of Investigative Dermatology,0.566,0.1321,0.1719,0.7
2010,Journal of Lipid Research,1.0652,0.4783,0.5219,0.7
2010,Journal of Magnetic Resonance Imaging,1.4906,0.8679,0.8602,0.7
2010,Journal of Medical Virology,0.7273,0.2727,0.2572,0.7
2010,Journal of Medicinal Chemistry,0.9341,0.4615,0.4701,0.7
2010,Journal of Molecular Biology,0.7872,0.3404,0.3349,0.7
2010,Journal of Molecular and Cellular Cardiology,0.4167,0.0833,0.0931,0.7
2010,Journal of Natural Products,0.92,0.4,0.5052,0.7
2010,Journal of Neuro-Oncology,0.6286,0.2857,0.3223,0.7
2010,Journal of Neurochemistry,0.8788,0.4242,0.4603,0.7
2010,Journal of Neurology,0.6042,0.2708,0.2918,0.7
2010,Journal of Neurology Neurosurgery & Psychiatry,0.939,0.5,0.512,0.7
2010,Journal of Neuropathology & Experimental Neurology,1.8889,1.2963,1.3857,0.7
2010,Journal of Neuroscience,1.2991,0.683,0.7253,0.7
2010,Journal of Neurosurgery Spine,0.2,0.0,0.0,0.7
2010,Journal of Neurotrauma,0.6531,0.2245,0.2404,0.7
2010,Journal of Nuclear Medicine,0.955,0.4144,0.4583,0.7
2010,Journal of Nutrition,0.9596,0.2525,0.2826,0.7
2010,Journal of Oral and Maxillofacial Surgery,1.1143,0.7714,0.8201,0.7
2010,Journal of Orthopaedic Research®,0.617,0.0638,0.0759,0.7
2010,Journal of Orthopaedic Trauma,0.6111,0.2222,0.2176,0.7
2010,Journal of Orthopaedic and Sports Physical Therapy,0.4828,0.0,0.0,0.7
2010,Journal of Pain,1.1765,0.4706,0.4302,0.7
2010,Journal of Pain and Symptom Management,0.42,0.02,0.0294,0.7
2010,Journal of Pediatric Gastroenterology and Nutrition,0.4167,0.0417,0.0321,0.7
2010,Journal of Pediatric Psychology,0.2222,0.0,0.0,0.7
2010,Journal of Pediatric Surgery,0.2683,0.0,0.0118,0.7
2010,Journal of Pharmacology and Experimental Therapeutics,0.8571,0.1667,0.238,0.7
2010,Journal of Proteome Research,0.5217,0.2609,0.2525,0.7
2010,Journal of Psychosomatic Research,0.5,0.0,0.0114,0.7
2010,Journal of Rehabilitation Medicine,0.2083,0.0,0.0,0.7
2010,Journal of Shoulder and Elbow Surgery,0.2542,0.0,0.0,0.7
2010,Journal of Sports Sciences,0.5429,0.0571,0.0524,0.7
2010,Journal of Surgical Oncology,0.2273,0.0455,0.0455,0.7
2010,Journal of Thoracic Oncology,1.075,0.575,0.5989,0.7
2010,Journal of Thoracic and Cardiovascular Surgery,0.5772,0.1545,0.1723,0.7
2010,Journal of Thrombosis and Haemostasis,0.7125,0.1375,0.1709,0.7
2010,Journal of Vascular Surgery,0.7008,0.1102,0.1316,0.7
2010,Journal of Vascular and Interventional Radiology,0.5,0.0714,0.1333,0.7
2010,Journal of Virology,0.7874,0.3819,0.3966,0.7
2010,Journal of Women s Health,0.6,0.25,0.3085,0.7
2010,Journal of neurosurgery,0.7018,0.1579,0.2001,0.7
2010,Journal of science and medicine in sport,0.7241,0.2759,0.2879,0.7
2010,Journal of the American Academy of Child & Adolescent Psychiatry,0.6429,0.0714,0.1047,0.7
2010,Journal of the American Academy of Dermatology,0.7073,0.3171,0.3182,0.7
2010,Journal of the American Chemical Society,0.6,0.25,0.2559,0.7
2010,Journal of the American College of Cardiology,1.6019,0.8981,0.9348,0.7
2010,Journal of the American College of Surgeons,0.5775,0.1268,0.1744,0.7
2010,Journal of the American Dietetic Association,1.0588,0.549,0.5677,0.7
2010,Journal of the American Geriatrics Society,0.6392,0.1237,0.1385,0.7
2010,Journal of the American Society of Echocardiography,1.0541,0.2162,0.2652,0.7
2010,Journal of the American Society of Nephrology,1.0567,0.5319,0.5642,0.7
2010,Journal of the International Neuropsychological Society,0.7419,0.1613,0.2084,0.7
2010,Journal of the National Comprehensive Cancer Network,1.65,1.35,1.3485,0.7
2010,Journal of the Neurological Sciences,0.4444,0.1481,0.2028,0.7
2010,Kidney International,0.9174,0.4132,0.4458,0.7
2010,Knee Surgery Sports Traumatology Arthroscopy,0.5938,0.0938,0.1226,0.7
2010,Lara D. Veeken,0.5921,0.0921,0.1351,0.7
2010,Lasers in Surgery and Medicine,0.45,0.05,0.05,0.7
2010,Leukemia,1.5672,1.1045,1.0627,0.7
2010,Liver International,0.4348,0.2609,0.2609,0.7
2010,Liver Transplantation,0.8913,0.4783,0.5306,0.7
2010,Lung Cancer,1.0741,0.4444,0.4692,0.7
2010,Magnetic Resonance in Medicine,0.8544,0.2621,0.2911,0.7
2010,Malaria Journal,1.0,0.4478,0.4861,0.7
2010,Maternal and Child Health Journal,0.4783,0.087,0.0658,0.7
2010,Mayo Clinic Proceedings,0.8056,0.2778,0.3575,0.7
2010,Medical Education,0.3462,0.0,0.0,0.7
2010,Medical Physics,0.5625,0.0938,0.1286,0.7
2010,Medicine,0.3793,0.0,0.0,0.7
2010,Medicine & Science in Sports & Exercise,1.3163,0.4694,0.5045,0.7
2010,Menopause The Journal of The North American Menopause Society,0.5758,0.0303,0.0525,0.7
2010,Metabolism,0.8919,0.5405,0.5303,0.7
2010,Methods in molecular biology,0.3,0.0,0.0809,0.7
2010,Modern Pathology,0.6531,0.3265,0.32,0.7
2010,Molecular Biology of the Cell,2.8947,2.3684,2.3438,0.7
2010,Molecular Cancer Research,1.0,0.28,0.3413,0.7
2010,Molecular Cancer Therapeutics,0.725,0.175,0.2563,0.7
2010,Molecular Cell,1.175,0.825,0.7993,0.7
2010,Molecular Microbiology,0.931,0.1379,0.1571,0.7
2010,Molecular Nutrition & Food Research,0.6364,0.2727,0.2971,0.7
2010,Molecular Pain,0.45,0.15,0.1612,0.7
2010,Molecular Psychiatry,1.24,0.36,0.4037,0.7
2010,Molecular Therapy,0.6923,0.1923,0.2538,0.7
2010,Molecular and Cellular Biology,1.0408,0.5918,0.6527,0.7
2010,Movement Disorders,0.8228,0.3418,0.3382,0.7
2010,Multiple Sclerosis Journal,0.8222,0.1111,0.2246,0.7
2010,Muscle & Nerve,0.65,0.3,0.2874,0.7
2010,Nature,4.298,3.5497,3.548,0.7
2010,Nature Biotechnology,2.08,1.6,1.5758,0.7
2010,Nature Cell Biology,1.4474,0.8684,0.9015,0.7
2010,Nature Chemical Biology,2.25,1.9,1.8816,0.7
2010,Nature Genetics,2.6126,2.1712,2.2149,0.7
2010,Nature Medicine,2.3679,1.5472,1.5961,0.7
2010,Nature Neuroscience,2.4091,1.7273,1.8022,0.7
2010,Nature Protocols,0.3871,0.0,0.0173,0.7
2010,Nephrology Dialysis Transplantation,0.6636,0.3551,0.379,0.7
2010,Neuro-Oncology,1.0333,0.6667,0.7122,0.7
2010,NeuroImage,1.4891,0.9348,0.9784,0.7
2010,Neurobiology of Aging,1.5077,0.8923,0.9533,0.7
2010,Neurobiology of Disease,0.9737,0.4474,0.4857,0.7
2010,Neuroendocrinology,0.45,0.1,0.0745,0.7
2010,Neurogastroenterology & Motility,0.5714,0.1905,0.201,0.7
2010,Neurology,1.0576,0.478,0.492,0.7
2010,Neuron,2.7619,1.8571,1.9107,0.7
2010,Neuropsychologia,0.84,0.48,0.5156,0.7
2010,Neuropsychopharmacology,0.7586,0.3448,0.3898,0.7
2010,Neurorehabilitation and neural repair,0.4737,0.1316,0.1593,0.7
2010,Neuroscience,0.6579,0.1579,0.2011,0.7
2010,Neuroscience Letters,0.7297,0.3784,0.3853,0.7
2010,Neurosurgery,0.9438,0.3146,0.3435,0.7
2010,New England Journal of Medicine,5.2554,4.2742,4.3406,0.7
2010,Nicotine & Tobacco Research,0.9375,0.3125,0.3513,0.7
2010,Nucleic Acids Research,0.9062,0.3125,0.325,0.7
2010,Nutrition,0.6818,0.2727,0.3226,0.7
2010,Obesity,1.0078,0.4062,0.4506,0.7
2010,Obesity Surgery,1.5902,1.2951,1.3023,0.7
2010,Obstetrics and Gynecology,0.6972,0.1761,0.2153,0.7
2010,Oncogene,0.8219,0.4384,0.4734,0.7
2010,Ophthalmology,0.8421,0.2895,0.2931,0.7
2010,Osteoarthritis and Cartilage,0.7895,0.1754,0.1829,0.7
2010,Osteoporosis International,1.6557,1.1639,1.156,0.7
2010,Otolaryngology,0.3571,0.1429,0.1429,0.7
2010,PEDIATRICS,0.8319,0.2783,0.3106,0.7
2010,PLoS Biology,1.3448,0.4483,0.5651,0.7
2010,PLoS Genetics,1.8684,1.0,1.0524,0.7
2010,PLoS Medicine,1.8681,1.3077,1.3447,0.7
2010,PLoS ONE,0.9447,0.5266,0.5473,0.7
2010,PLoS Pathogens,1.5032,0.949,0.9647,0.7
2010,PLoS neglected tropical diseases,0.4167,0.0417,0.0575,0.7
2010,Pain,0.8496,0.2632,0.2879,0.7
2010,Pain Medicine,0.6296,0.1852,0.1916,0.7
2010,Pain Physician,2.6364,2.5,2.4994,0.7
2010,Patient Education and Counseling,0.5938,0.25,0.2711,0.7
2010,Pediatric Blood & Cancer,0.4839,0.129,0.1373,0.7
