year,journal,baseline_if,filtered_rif,weighted_rif,stability_threshold
2018,Annals of Surgery,1.055,0.5183,0.5363,0.7
2018,Annals of Surgical Oncology,0.6962,0.1899,0.2326,0.7
2018,Annals of the American Thoracic Society,0.6607,0.2143,0.2315,0.7
2018,Annals of the Rheumatic Diseases,0.881,0.2857,0.3658,0.7
2018,Antimicrobial Agents and Chemotherapy,0.8523,0.5341,0.5451,0.7
2018,Antiviral Research,1.0,0.8857,0.8657,0.7
2018,Appetite,0.4545,0.2273,0.2449,0.7
2018,Archives of Physical Medicine and Rehabilitation,0.3636,0.0,0.0,0.7
2018,Arteriosclerosis Thrombosis and Vascular Biology,0.4146,0.122,0.1055,0.7
2018,Arthritis & Rheumatology,0.7236,0.2439,0.2456,0.7
2018,Arthritis Care & Research,0.6042,0.1042,0.1597,0.7
2018,Arthritis Research & Therapy,0.3621,0.0,0.0475,0.7
2018,Arthroscopy The Journal of Arthroscopic and Related Surgery,1.0,0.4186,0.409,0.7
2018,Atherosclerosis,1.4412,0.9706,0.9897,0.7
2018,Autophagy,1.9722,1.5833,1.594,0.7
2018,BJOG An International Journal of Obstetrics & Gynaecology,0.6286,0.1143,0.1198,0.7
2018,BMC Cancer,0.5063,0.2152,0.2204,0.7
2018,BMC Complementary and Alternative Medicine,0.0769,0.0,0.0,0.7
2018,BMC Genomics,0.24,0.0,0.0,0.7
2018,BMC Geriatrics,0.4524,0.1429,0.1202,0.7
2018,BMC Health Services Research,0.4,0.12,0.1293,0.7
2018,BMC Infectious Diseases,0.2812,0.0,0.0116,0.7
2018,BMC Medical Education,0.2727,0.0,0.0,0.7
2018,BMC Medicine,0.6923,0.2308,0.2444,0.7
2018,BMC Musculoskeletal Disorders,0.4324,0.0,0.0187,0.7
2018,BMC Nephrology,0.1739,0.0435,0.0435,0.7
2018,BMC Pediatrics,0.4762,0.0,0.003,0.7
2018,BMC Pregnancy and Childbirth,0.4302,0.1279,0.1297,0.7
2018,BMC Psychiatry,0.36,0.0,0.0119,0.7
2018,BMC Public Health,0.486,0.2336,0.2317,0.7
2018,BMC Pulmonary Medicine,0.35,0.0,0.0165,0.7
2018,BMC Research Notes,0.3333,0.0,0.0,0.7
2018,BMJ,1.4044,0.8824,0.8945,0.7
2018,BMJ Global Health,0.875,0.4583,0.4659,0.7
2018,BMJ Open,0.6108,0.2595,0.2661,0.7
2018,BMJ Open Diabetes Research & Care,0.2857,0.0,0.0,0.7
2018,BioMed Research International,0.5417,0.1667,0.1993,0.7
2018,Biochemical and Biophysical Research Communications,0.5849,0.3396,0.3559,0.7
2018,Biological Psychiatry,1.0,0.68,0.67,0.7
2018,Biology of Blood and Marrow Transplantation,0.3704,0.0741,0.0546,0.7
2018,Biomaterials,0.53,0.13,0.1322,0.7
2018,Biomedical Optics Express,1.0,0.7391,0.7168,0.7
2018,Biomedical Signal Processing and Control,0.7391,0.3913,0.3785,0.7
2018,Biomedicine & Pharmacotherapy,0.2703,0.0676,0.075,0.7
2018,Biosensors and Bioelectronics,0.2593,0.1111,0.1111,0.7
2018,Blood,1.2292,0.6562,0.6714,0.7
2018,Blood Advances,0.2727,0.0303,0.0508,0.7
2018,Bone,0.3462,0.0769,0.067,0.7
2018,Brain,1.6346,1.0833,1.0917,0.7
2018,Brain Behavior and Immunity,0.25,0.0,0.0,0.7
2018,Breast Cancer Research,0.6154,0.2308,0.2258,0.7
2018,Breast Cancer Research and Treatment,0.7174,0.3696,0.4074,0.7
2018,British Journal Of Nutrition,0.6538,0.0769,0.1599,0.7
2018,British Journal of Anaesthesia,0.4127,0.1587,0.1438,0.7
2018,British Journal of Cancer,0.466,0.1845,0.1964,0.7
2018,British Journal of Dermatology,0.3455,0.0727,0.0609,0.7
2018,British Journal of Haematology,0.8478,0.3261,0.3497,0.7
2018,British Journal of Ophthalmology,0.8723,0.6383,0.6326,0.7
2018,British Journal of Pharmacology,1.0,0.2083,0.2315,0.7
2018,British Journal of Sports Medicine,1.6706,1.1412,1.1672,0.7
2018,British Journal of Urology,0.8,0.5429,0.5672,0.7
2018,British journal of surgery,0.8889,0.4167,0.4888,0.7
2018,Bulletin of the World Health Organization,1.619,1.2381,1.2381,0.7
2018,CA A Cancer Journal for Clinicians,23.8,22.15,22.2191,0.7
2018,CHEST Journal,1.1667,0.5556,0.5609,0.7
2018,Canadian Medical Association Journal,0.7273,0.2273,0.2816,0.7
2018,Cancer,1.1073,0.6328,0.6431,0.7
2018,Cancer Cell,1.5506,0.7753,0.8042,0.7
2018,Cancer Discovery,2.3286,1.7429,1.7616,0.7
2018,Cancer Epidemiology Biomarkers & Prevention,0.6429,0.25,0.3125,0.7
2018,Cancer Immunology Immunotherapy,0.4091,0.0909,0.0833,0.7
2018,Cancer Immunology Research,1.4667,0.8333,0.9093,0.7
2018,Cancer Letters,0.6047,0.1628,0.1711,0.7
2018,Cancer Medicine,0.9583,0.75,0.7351,0.7
2018,Cancer Research,0.6963,0.3508,0.372,0.7
2018,Cancer Science,1.15,0.85,0.8395,0.7
2018,Carbohydrate Polymers,0.3333,0.0238,0.0168,0.7
2018,Cardiovascular Diabetology,0.6452,0.1935,0.2012,0.7
2018,Cardiovascular Research,0.5185,0.037,0.0588,0.7
2018,Cell,3.7704,3.163,3.1686,0.7
2018,Cell Death and Differentiation,0.3478,0.0,0.0,0.7
2018,Cell Death and Disease,0.3333,0.0729,0.0704,0.7
2018,Cell Host & Microbe,5.3521,5.0141,5.0445,0.7
2018,Cell Metabolism,1.3545,0.7,0.7292,0.7
2018,Cell Reports,1.1943,0.749,0.7677,0.7
2018,Cell stem cell,4.3467,3.8,3.8539,0.7
2018,Cellular Physiology and Biochemistry,1.9032,1.0323,1.0323,0.7
2018,Cephalalgia,0.4348,0.0,0.0,0.7
2018,Chemical Science,1.0,0.8077,0.7756,0.7
2018,Circulation,1.2642,0.6887,0.7088,0.7
2018,Circulation Arrhythmia and Electrophysiology,1.1364,0.6818,0.7722,0.7
2018,Circulation Cardiovascular Imaging,0.6182,0.1636,0.1956,0.7
2018,Circulation Cardiovascular Interventions,0.775,0.25,0.2998,0.7
2018,Circulation Heart Failure,0.9111,0.2889,0.3513,0.7
2018,Circulation Research,0.9706,0.4706,0.4895,0.7
2018,Clinical Cancer Research,1.2294,0.8043,0.8341,0.7
2018,Clinical Chemistry,0.8966,0.3103,0.3782,0.7
2018,Clinical Gastroenterology and Hepatology,0.7333,0.2556,0.2953,0.7
2018,Clinical Infectious Diseases,1.1731,0.726,0.7316,0.7
2018,Clinical Journal of the American Society of Nephrology,0.614,0.193,0.2031,0.7
2018,Clinical Microbiology and Infection,1.1538,0.4231,0.4243,0.7
2018,Clinical Nutrition,0.9123,0.3509,0.3574,0.7
2018,Clinical Orthopaedics and Related Research,0.8333,0.3889,0.3668,0.7
2018,Clinical Pharmacology & Therapeutics,0.5,0.1818,0.1714,0.7
2018,Cochrane Database of Systematic Reviews,0.5217,0.0,0.0,0.7
2018,Computer Methods and Programs in Biomedicine,0.7586,0.1379,0.1479,0.7
2018,Computers in Biology and Medicine,0.7576,0.4242,0.4592,0.7
2018,Critical Care,0.825,0.35,0.3787,0.7
2018,Critical Care Medicine,0.8833,0.3833,0.3947,0.7
2018,Current Biology,0.3913,0.0,0.0719,0.7
2018,Development,0.6154,0.1538,0.1437,0.7
2018,Diabetes,0.9167,0.4167,0.4409,0.7
2018,Diabetes Care,1.2108,0.6649,0.6924,0.7
2018,Diabetes Obesity and Metabolism,1.2581,0.8548,0.8772,0.7
2018,Diabetes Research and Clinical Practice,1.55,0.6,0.5901,0.7
2018,Diabetologia,0.9643,0.6071,0.6239,0.7
2018,Digestive Diseases and Sciences,0.5,0.3,0.2513,0.7
2018,Diseases of the Colon & Rectum,0.4333,0.1667,0.1453,0.7
2018,Drug and Alcohol Dependence,1.1282,0.6667,0.6829,0.7
2018,EBioMedicine,1.1528,0.6806,0.7017,0.7
2018,EMBO Molecular Medicine,0.8857,0.3143,0.3769,0.7
2018,EP Europace,2.4211,2.0263,2.0206,0.7
2018,Emerging infectious diseases,1.8795,1.5783,1.6139,0.7
2018,Endocrinology,0.5455,0.0455,0.0832,0.7
2018,Endoscopy,0.7872,0.2128,0.2345,0.7
2018,Epilepsia,0.6296,0.1481,0.1506,0.7
2018,EuroIntervention,1.875,1.3333,1.3818,0.7
2018,European Heart Journal,2.2178,1.7327,1.7449,0.7
2018,European Heart Journal - Cardiovascular Imaging,0.7143,0.2,0.2581,0.7
2018,European Journal of Applied Physiology,0.44,0.04,0.04,0.7
2018,European Journal of Cancer,1.0,0.6075,0.6276,0.7
2018,European Journal of Cardio-Thoracic Surgery,0.6389,0.5278,0.5054,0.7
2018,European Journal of Endocrinology,1.0,0.3214,0.3384,0.7
2018,European Journal of Heart Failure,1.7558,1.1512,1.1883,0.7
2018,European Journal of Medicinal Chemistry,0.3333,0.0667,0.116,0.7
2018,European Journal of Neurology,0.3182,0.0455,0.0636,0.7
2018,European Journal of Nuclear Medicine and Molecular Imaging,1.6986,1.3973,1.4188,0.7
2018,European Journal of Preventive Cardiology,0.8095,0.381,0.381,0.7
2018,European Journal of Radiology,0.8261,0.3043,0.39,0.7
2018,European Journal of Surgical Oncology,0.5769,0.0769,0.0817,0.7
2018,European Radiology,0.662,0.2817,0.2979,0.7
2018,European Respiratory Journal,0.986,0.4056,0.4222,0.7
2018,European Spine Journal,0.3256,0.0,0.0,0.7
2018,European Urology,1.7395,1.2101,1.2717,0.7
2018,Eurosurveillance,3.5686,3.1569,3.1765,0.7
2018,Fertility and Sterility,0.6951,0.2805,0.2753,0.7
2018,Food & Function,0.5,0.2188,0.2305,0.7
2018,Food Chemistry,0.5355,0.0546,0.0714,0.7
2018,Food Research International,0.5,0.1154,0.1007,0.7
2018,Foot & Ankle International,0.35,0.0,0.0,0.7
2018,Free Radical Biology and Medicine,0.4865,0.2432,0.2335,0.7
2018,Frontiers in Aging Neuroscience,0.64,0.28,0.28,0.7
2018,Frontiers in Immunology,0.0816,0.0204,0.0204,0.7
2018,Frontiers in Microbiology,0.2295,0.0164,0.0246,0.7
2018,Frontiers in Neuroscience,0.1905,0.0,0.0562,0.7
2018,Frontiers in Pharmacology,0.3514,0.1351,0.1351,0.7
2018,Frontiers in Physiology,0.3023,0.2326,0.2326,0.7
2018,Gastric Cancer,0.8333,0.3,0.2916,0.7
2018,Gastroenterology,1.4674,0.9565,0.9748,0.7
2018,Gastrointestinal Endoscopy,0.5921,0.0921,0.1453,0.7
2018,Genetics in Medicine,1.48,0.88,0.8626,0.7
2018,Gut,1.3551,0.7609,0.8043,0.7
2018,Gynecologic Oncology,0.8261,0.4058,0.4168,0.7
2018,HPB,0.5417,0.1667,0.263,0.7
2018,Haematologica,0.6716,0.1194,0.1272,0.7
2018,Health Affairs,2.1212,1.697,1.7149,0.7
2018,Health and Quality of Life Outcomes,0.1786,0.0357,0.0444,0.7
2018,Heart,0.8302,0.4528,0.458,0.7
2018,Heart Rhythm,0.8929,0.4286,0.4165,0.7
2018,Hepatology,1.1121,0.6495,0.6978,0.7
2018,Human Brain Mapping,0.881,0.3095,0.3228,0.7
2018,Human Molecular Genetics,0.5962,0.2692,0.2856,0.7
2018,Human Reproduction,0.9587,0.3719,0.372,0.7
2018,Hypertension,0.6,0.0824,0.0935,0.7
2018,IEEE Journal of Biomedical and Health Informatics,0.44,0.2,0.2165,0.7
2018,IEEE Transactions on Biomedical Engineering,0.5897,0.2821,0.3012,0.7
2018,IEEE Transactions on Medical Imaging,3.4182,2.6727,2.772,0.7
2018,Immunity,2.2273,1.6591,1.7041,0.7
2018,Industrial Crops and Products,0.6129,0.2581,0.263,0.7
2018,Injury,0.2759,0.069,0.0651,0.7
2018,Intensive Care Medicine,0.9324,0.5135,0.5094,0.7
2018,International Immunopharmacology,0.2,0.05,0.05,0.7
2018,International Journal of Behavioral Nutrition and Physical Activity,0.8909,0.3455,0.3849,0.7
2018,International Journal of Biological Macromolecules,0.1538,0.0,0.0,0.7
2018,International Journal of Cancer,0.68,0.1467,0.1471,0.7
2018,International Journal of Cardiology,0.6667,0.1061,0.1729,0.7
2018,International Journal of Drug Policy,1.4,1.2,1.1706,0.7
2018,International Journal of Environmental Research and Public Health,0.0606,0.0,0.0,0.7
2018,International Journal of Epidemiology,0.5116,0.1628,0.1626,0.7
2018,International Journal of Molecular Sciences,0.26,0.06,0.06,0.7
2018,International Journal of Nanomedicine,0.1,0.0,0.0,0.7
2018,International Journal of Obesity,0.6136,0.1364,0.1355,0.7
2018,International Journal of Pharmaceutics,0.3182,0.0,0.0,0.7
2018,International Journal of Radiation Oncology*Biology*Physics,0.6702,0.1809,0.2111,0.7
2018,International Journal of Sports Physiology and Performance,1.1707,0.561,0.5601,0.7
2018,International Journal of Stroke,1.6538,0.8846,0.9459,0.7
2018,Investigative Ophthalmology & Visual Science,1.8618,1.4959,1.5263,0.7
2018,JACC Heart Failure,0.973,0.3514,0.3559,0.7
2018,JACC. Cardiovascular imaging,0.6129,0.1935,0.1998,0.7
2018,JACC: Cardiovascular Interventions,0.8224,0.3178,0.3826,0.7
2018,JAIDS Journal of Acquired Immune Deficiency Syndromes,1.875,1.25,1.2732,0.7
2018,JAMA,2.9585,2.0415,2.1132,0.7
2018,JAMA Cardiology,1.1633,0.6327,0.6794,0.7
2018,JAMA Dermatology,0.587,0.2391,0.2703,0.7
2018,JAMA Internal Medicine,1.7928,0.991,0.9848,0.7
2018,JAMA Neurology,1.1774,0.5403,0.5619,0.7
2018,JAMA Oncology,1.6403,1.1871,1.2138,0.7
2018,JAMA Ophthalmology,2.1194,1.597,1.6407,0.7
2018,JAMA Pediatrics,1.0118,0.4235,0.4631,0.7
2018,JAMA Psychiatry,1.4242,0.6818,0.7242,0.7
2018,JAMA Surgery,0.8,0.3625,0.3994,0.7
2018,JCI Insight,0.7542,0.3729,0.3989,0.7
2018,JMIR mhealth and uhealth,0.6154,0.1923,0.2168,0.7
2018,JNCI Journal of the National Cancer Institute,1.1408,0.7042,0.7268,0.7
2018,Journal for ImmunoTherapy of Cancer,1.3871,1.1613,1.1768,0.7
2018,Journal of Affective Disorders,0.6444,0.0444,0.0939,0.7
2018,Journal of Agricultural and Food Chemistry,0.5106,0.0426,0.0484,0.7
2018,Journal of Allergy and Clinical Immunology,0.888,0.376,0.3986,0.7
2018,Journal of Alzheimer s Disease,0.6087,0.0978,0.1364,0.7
2018,Journal of Antimicrobial Chemotherapy,0.9459,0.5946,0.5797,0.7
2018,Journal of Applied Physiology,0.95,0.8,0.7724,0.7
2018,Journal of Biological Chemistry,0.6526,0.1579,0.1695,0.7
2018,Journal of Biomechanics,0.2174,0.0,0.0,0.7
2018,Journal of Bone and Joint Surgery,0.4786,0.1709,0.1706,0.7
2018,Journal of Bone and Mineral Research,0.9138,0.2931,0.3394,0.7
2018,Journal of Cachexia Sarcopenia and Muscle,1.0233,0.3953,0.3975,0.7
2018,Journal of Cataract & Refractive Surgery,0.8148,0.2593,0.2575,0.7
2018,Journal of Cellular and Molecular Medicine,0.4583,0.0833,0.0907,0.7
2018,Journal of Cerebral Blood Flow & Metabolism,0.8571,0.3214,0.3414,0.7
2018,Journal of Clinical Investigation,1.6306,0.9554,0.9895,0.7
2018,Journal of Clinical Microbiology,0.6957,0.3043,0.3131,0.7
2018,Journal of Clinical Oncology,2.0063,1.4076,1.4259,0.7
2018,Journal of Controlled Release,0.3939,0.0303,0.0568,0.7
2018,Journal of Ethnopharmacology,0.1429,0.0,0.0,0.7
2018,Journal of Functional Foods,0.6774,0.1935,0.2075,0.7
2018,Journal of Gastroenterology and Hepatology,0.75,0.35,0.3467,0.7
2018,Journal of General Internal Medicine,0.4783,0.2609,0.2845,0.7
2018,Journal of Hematology & Oncology,0.6522,0.2174,0.2469,0.7
2018,Journal of Hepatology,2.311,1.7805,1.7716,0.7
2018,Journal of Hypertension,0.5455,0.0455,0.0737,0.7
2018,Journal of Investigative Dermatology,0.7143,0.2222,0.2571,0.7
2018,Journal of Magnetic Resonance Imaging,1.0333,0.6333,0.6471,0.7
2018,Journal of Medical Internet Research,0.4419,0.0233,0.0319,0.7
2018,Journal of Medicinal Chemistry,0.6562,0.2656,0.2665,0.7
2018,Journal of Neuro-Oncology,0.2941,0.1765,0.1854,0.7
2018,Journal of NeuroInterventional Surgery,1.2759,0.7931,0.845,0.7
2018,Journal of Neuroinflammation,1.0154,0.6154,0.6232,0.7
2018,Journal of Neurology,0.8214,0.5714,0.5517,0.7
2018,Journal of Neurology Neurosurgery & Psychiatry,0.7778,0.463,0.4553,0.7
2018,Journal of Neuroscience,0.8257,0.3303,0.3449,0.7
2018,Journal of Neurosurgery Spine,0.4103,0.1282,0.1273,0.7
2018,Journal of Neurotrauma,0.7674,0.186,0.221,0.7
2018,Journal of Nuclear Medicine,2.1429,1.7395,1.7734,0.7
2018,Journal of Nutrition,1.1538,0.5385,0.5247,0.7
2018,Journal of Orthopaedic and Sports Physical Therapy,0.75,0.15,0.15,0.7
2018,Journal of Pain,1.2121,0.8182,0.8226,0.7
2018,Journal of Pain and Symptom Management,0.4074,0.1481,0.141,0.7
2018,Journal of Pediatric Gastroenterology and Nutrition,0.1818,0.0,0.0,0.7
2018,Journal of Photochemistry and Photobiology B Biology,0.9524,0.7143,0.7143,0.7
2018,Journal of Physics D Applied Physics,2.0909,1.3636,1.3589,0.7
2018,Journal of Pineal Research,0.9545,0.3182,0.3365,0.7
2018,Journal of Shoulder and Elbow Surgery,0.6552,0.1207,0.1024,0.7
2018,Journal of Sports Sciences,0.9,0.2333,0.2777,0.7
2018,Journal of Surgical Oncology,0.6,0.1333,0.216,0.7
2018,Journal of Thoracic Oncology,1.5649,1.1527,1.1572,0.7
2018,Journal of Thoracic and Cardiovascular Surgery,0.3731,0.0896,0.0896,0.7
2018,Journal of Thrombosis and Haemostasis,0.4762,0.0952,0.1319,0.7
2018,Journal of Translational Medicine,0.4865,0.1081,0.1055,0.7
2018,Journal of Vascular Surgery,0.3636,0.0,0.0,0.7
2018,Journal of Virology,0.9381,0.5773,0.5721,0.7
2018,Journal of Visualized Experiments,0.1739,0.0435,0.0435,0.7
2018,Journal of neurosurgery,0.4118,0.0471,0.0515,0.7
2018,Journal of science and medicine in sport,0.4667,0.2333,0.2333,0.7
2018,Journal of the American Academy of Dermatology,0.7895,0.386,0.3871,0.7
2018,Journal of the American Chemical Society,1.0625,0.6042,0.6129,0.7
2018,Journal of the American College of Cardiology,1.5015,0.9469,0.9919,0.7
2018,Journal of the American College of Radiology,0.4783,0.1304,0.1304,0.7
2018,Journal of the American College of Surgeons,0.7442,0.2791,0.3001,0.7
2018,Journal of the American Geriatrics Society,0.6622,0.1757,0.1821,0.7
2018,Journal of the American Heart Association,0.5775,0.2193,0.2376,0.7
2018,Journal of the American Medical Directors Association,0.9697,0.5,0.5259,0.7
2018,Journal of the American Society of Echocardiography,2.3,1.45,1.4675,0.7
2018,Journal of the American Society of Nephrology,0.605,0.1345,0.1472,0.7
2018,Journal of the European Academy of Dermatology and Venereology,0.6667,0.2333,0.219,0.7
2018,Journal of the International AIDS Society,0.6667,0.3,0.2777,0.7
2018,Journal of the National Comprehensive Cancer Network,2.1277,1.4255,1.465,0.7
2018,Kidney International,0.809,0.3146,0.3483,0.7
2018,Knee Surgery Sports Traumatology Arthroscopy,0.6508,0.3333,0.3077,0.7
2018,LWT,0.3824,0.0,0.0,0.7
2018,Lara D. Veeken,0.56,0.3,0.3099,0.7
2018,Leukemia,0.8542,0.4271,0.4576,0.7
2018,Lipids in Health and Disease,0.3,0.05,0.0375,0.7
2018,Liver International,1.1562,0.4375,0.5654,0.7
2018,Liver Transplantation,0.7727,0.4091,0.3869,0.7
2018,Lung Cancer,1.1905,0.7143,0.7175,0.7
2018,MMWR Morbidity and Mortality Weekly Report,6.5806,6.0484,6.0808,0.7
2018,Magnetic Resonance in Medicine,1.0192,0.4423,0.4727,0.7
2018,Malaria Journal,0.7164,0.3134,0.3238,0.7
2018,Materials Science and Engineering C,0.3871,0.0323,0.0339,0.7
2018,Mayo Clinic Proceedings,0.3846,0.0769,0.0573,0.7
2018,Medical Education,0.4,0.05,0.0602,0.7
2018,Medical Physics,1.4,0.9714,0.9907,0.7
2018,Medical Teacher,0.84,0.8,0.771,0.7
2018,Medicine,0.3663,0.099,0.0962,0.7
2018,Medicine & Science in Sports & Exercise,0.7571,0.1857,0.2002,0.7
2018,Menopause The Journal of The North American Menopause Society,1.0,0.4091,0.3807,0.7
2018,Modern Pathology,1.5122,1.061,1.0694,0.7
2018,Molecular Cancer Therapeutics,0.8222,0.3333,0.3464,0.7
2018,Molecular Cell,1.0312,0.375,0.3641,0.7
2018,Molecular Medicine Reports,0.381,0.0,0.0,0.7
2018,Molecular Metabolism,0.6,0.16,0.2571,0.7
2018,Molecular Neurobiology,0.6071,0.0,0.0481,0.7
2018,Molecular Neurodegeneration,0.7931,0.2759,0.3052,0.7
2018,Molecular Nutrition & Food Research,0.375,0.125,0.1017,0.7
2018,Molecular Psychiatry,0.8889,0.2889,0.2949,0.7
2018,Molecular Therapy,0.7143,0.5102,0.547,0.7
2018,Molecules,0.2188,0.0,0.0216,0.7
2018,Movement Disorders,1.0179,0.5714,0.5811,0.7
2018,Mucosal Immunology,0.4286,0.0952,0.1356,0.7
2018,Multiple Sclerosis Journal,1.2157,0.7843,0.7799,0.7
2018,Nature,3.9646,3.2879,3.3053,0.7
2018,Nature Cell Biology,1.0238,0.2143,0.2935,0.7
2018,Nature Chemical Biology,1.5312,1.1562,1.154,0.7
2018,Nature Communications,0.9982,0.5887,0.5986,0.7
2018,Nature Genetics,1.9683,0.9841,1.0448,0.7
2018,Nature Immunology,3.125,2.4583,2.5079,0.7
2018,Nature Medicine,2.916,2.0382,2.0826,0.7
2018,Nature Microbiology,0.9818,0.5818,0.6073,0.7
2018,Nature Neuroscience,1.25,0.6429,0.6438,0.7
2018,Nature Structural & Molecular Biology,2.2,1.6,1.5903,0.7
2018,Nephrology Dialysis Transplantation,0.5854,0.0976,0.1681,0.7
2018,Neuro-Oncology,0.9762,0.4881,0.5059,0.7
2018,NeuroImage,1.2422,0.6562,0.6969,0.7
2018,NeuroImage Clinical,0.2963,0.037,0.0559,0.7
2018,Neurobiology of Aging,0.7091,0.2727,0.3256,0.7
2018,Neurobiology of Disease,0.7188,0.3438,0.3453,0.7
2018,Neuroendocrinology,4.25,3.5417,3.5206,0.7
2018,Neurology,0.9628,0.4831,0.4917,0.7
2018,Neurology Neuroimmunology & Neuroinflammation,1.2593,0.963,0.928,0.7
2018,Neuron,2.2653,1.9184,1.9016,0.7
2018,Neuropharmacology,0.1,0.0,0.0,0.7
2018,Neuropsychopharmacology,0.4762,0.0952,0.1066,0.7
2018,Neurosurgery,1.2778,0.3333,0.3677,0.7
2018,Neurosurgical FOCUS,0.375,0.0,0.0,0.7
2018,New England Journal of Medicine,5.8969,4.9161,4.9603,0.7
2018,Nicotine & Tobacco Research,1.6667,1.2857,1.2658,0.7
2018,Nucleic Acids Research,1.0682,0.5909,0.6036,0.7
2018,Nutrients,0.3084,0.0654,0.0823,0.7
2018,Nutrition,0.85,0.45,0.469,0.7
2018,Obesity,0.5946,0.0541,0.1303,0.7
2018,Obesity Surgery,0.4048,0.0,0.0464,0.7
2018,Obstetrics and Gynecology,0.9388,0.4388,0.4375,0.7
2018,OncoImmunology,0.4667,0.36,0.3472,0.7
2018,Oncogene,0.3651,0.0317,0.0409,0.7
2018,Oncotarget,0.8521,0.4793,0.4983,0.7
2018,Ophthalmology,1.4338,0.9412,0.9832,0.7
2018,Oral Oncology,0.6452,0.1613,0.1678,0.7
2018,Orthopaedic Journal of Sports Medicine,0.625,0.3125,0.2988,0.7
2018,Osteoarthritis and Cartilage,0.5,0.0,0.0,0.7
2018,Osteoporosis International,0.5312,0.0938,0.1574,0.7
2018,Oxidative Medicine and Cellular Longevity,0.1071,0.0,0.0,0.7
2018,PEDIATRICS,0.988,0.3952,0.4042,0.7
2018,PLoS Biology,0.65,0.45,0.435,0.7
2018,PLoS Genetics,0.5641,0.1026,0.1011,0.7
2018,PLoS Medicine,0.9597,0.5161,0.5409,0.7
2018,PLoS ONE,0.5026,0.1226,0.1328,0.7
2018,PLoS Pathogens,0.9379,0.4621,0.4769,0.7
2018,PLoS neglected tropical diseases,2.3214,1.9786,2.0095,0.7
2018,Pain,0.837,0.337,0.3702,0.7
